Window Clock,Alert Level,Alert Type,Alert Info,Alert Mode,Left_SidewalkX(Filterd),Left_SidewalkX,Left_Sidewalk_END_Y,Left_State,Right_SidewalkX(Filterd),Right_SidewalkX,Right_Sidewalk_END_Y,Right_State,ItemID[0],AmpData[0],FrequencyData[0],EstPosX[0],EstPosY[0],EstVelX[0],EstVelY[0],Moving State,Number of Elements,Warning Flag,X Edge Left[0],X Edge Right[0],Y Edge Front[0],Y Edge Rear[0],-,ItemID[1],AmpData[1],FrequencyData[1],EstPosX[1],EstPosY[1],EstVelX[1],EstVelY[1],Moving State,Number of Elements,Warning Flag,X Edge Left[1],X Edge Right[1],Y Edge Front[1],Y Edge Rear[1],-,ItemID[2],AmpData[2],FrequencyData[2],EstPosX[2],EstPosY[2],EstVelX[2],EstVelY[2],Moving State,Number of Elements,Warning Flag,X Edge Left[2],X Edge Right[2],Y Edge Front[2],Y Edge Rear[2],-,ItemID[3],AmpData[3],FrequencyData[3],EstPosX[3],EstPosY[3],EstVelX[3],EstVelY[3],Moving State,Number of Elements,Warning Flag,X Edge Left[3],X Edge Right[3],Y Edge Front[3],Y Edge Rear[3],-,ItemID[4],AmpData[4],FrequencyData[4],EstPosX[4],EstPosY[4],EstVelX[4],EstVelY[4],Moving State,Number of Elements,Warning Flag,X Edge Left[4],X Edge Right[4],Y Edge Front[4],Y Edge Rear[4],-,ItemID[5],AmpData[5],FrequencyData[5],EstPosX[5],EstPosY[5],EstVelX[5],EstVelY[5],Moving State,Number of Elements,Warning Flag,X Edge Left[5],X Edge Right[5],Y Edge Front[5],Y Edge Rear[5],-,ItemID[6],AmpData[6],FrequencyData[6],EstPosX[6],EstPosY[6],EstVelX[6],EstVelY[6],Moving State,Number of Elements,Warning Flag,X Edge Left[6],X Edge Right[6],Y Edge Front[6],Y Edge Rear[6],-,ItemID[7],AmpData[7],FrequencyData[7],EstPosX[7],EstPosY[7],EstVelX[7],EstVelY[7],Moving State,Number of Elements,Warning Flag,X Edge Left[7],X Edge Right[7],Y Edge Front[7],Y Edge Rear[7],-,ItemID[8],AmpData[8],FrequencyData[8],EstPosX[8],EstPosY[8],EstVelX[8],EstVelY[8],Moving State,Number of Elements,Warning Flag,X Edge Left[8],X Edge Right[8],Y Edge Front[8],Y Edge Rear[8],-,ItemID[9],AmpData[9],FrequencyData[9],EstPosX[9],EstPosY[9],EstVelX[9],EstVelY[9],Moving State,Number of Elements,Warning Flag,X Edge Left[9],X Edge Right[9],Y Edge Front[9],Y Edge Rear[9],-
400,0,0,0,5,0,,,,0,,,,0,14,0,0.03125,43.8281,0.5625,2.3125,1,0,0,-1.40625,1.46875,44.7031,43.2031,,6,6,0,3.375,23.3438,0.5,1.125,1,0,0,2.85938,4.35938,24.3125,22.5156,,7,5,0,-0.90625,25.375,0.1875,0.4375,1,0,0,-1.59375,-0.09375,26.4688,24.9688,,8,5,0,1.40625,10.9375,-0.25,0,1,0,0,1.03125,2.53125,11.7344,10.2344,
440,0,0,0,5,0,,,,0,,,,0,12,0,0.015625,43.8594,0.5,2.25,1,0,0,-1.35938,1.40625,44.7344,43.2344,,6,6,0,3.39063,23.375,0.5,1.125,1,0,0,2.875,4.375,24.3438,22.5469,,7,5,0,-0.890625,25.3906,0.1875,0.4375,1,0,0,-1.59375,-0.09375,26.5,25,,8,5,0,1.39063,10.9375,-0.25,0,1,0,0,1.03125,2.53125,11.75,10.25,
480,0,0,0,5,0,,,,0,,,,0,14,0,0,43.875,0.4375,2.125,1,0,0,-1.32813,1.34375,44.75,43.25,,6,6,0,3.42188,23.4219,0.5,1.125,1,0,0,2.89063,4.39063,24.3906,22.5938,,7,5,0,-0.890625,25.4063,0.1875,0.4375,1,0,0,-1.57813,-0.078125,26.5469,25.0469,,8,5,0,1.39063,10.9375,-0.25,0,1,0,0,1.01563,2.51563,11.7813,10.2813,
520,0,0,0,5,0,,,,0,,,,0,9,0,0.109375,43.9531,0.4375,2.125,1,0,0,-1.23438,1.4375,44.7969,43.2969,,6,6,0,3.4375,23.4688,0.5,1.125,1,0,0,2.90625,4.40625,24.4375,22.625,,7,5,0,-0.875,25.4375,0.1875,0.4375,1,0,0,-1.57813,-0.078125,26.5781,25.0781,,8,5,0,1.375,10.9375,-0.25,0,1,0,0,1,2.5,11.7969,10.2969,
560,0,0,0,5,0,,,,0,,,,0,7,0,0.15625,44.0156,0.4375,2.0625,1,0,0,-1.14063,1.46875,44.875,43.375,,6,6,0,3.45313,23.5156,0.5,1.125,1,0,0,2.9375,4.4375,24.4844,22.6719,,7,5,0,-0.875,25.4531,0.1875,0.4375,1,0,0,-1.57813,-0.078125,26.6094,25.1094,,8,5,0,1.375,10.9375,-0.25,0,1,0,0,0.984375,2.48438,11.8125,10.3125,
600,0,0,0,5,0,,,,0,,,,0,7,0,0.203125,44.0938,0.5,2.0625,1,0,0,-1.07813,1.46875,44.9219,43.4219,,6,6,0,3.46875,23.5469,0.5,1.125,1,0,0,2.95313,4.45313,24.5156,22.7188,,7,5,0,-0.859375,25.4688,0.1875,0.4375,1,0,0,-1.57813,-0.078125,26.6563,25.1563,,8,5,0,1.35938,10.9375,-0.25,0,1,0,0,0.984375,2.48438,11.8438,10.3438,
640,0,0,0,5,0,,,,0,,,,0,7,0,0.234375,44.1563,0.5,2.0625,1,0,0,-1.01563,1.48438,44.9844,43.4844,,6,6,0,3.5,23.5938,0.5,1.125,1,0,0,2.96875,4.46875,24.5625,22.75,,7,5,0,-0.859375,25.4844,0.1875,0.4375,1,0,0,-1.5625,-0.0625,26.6875,25.1875,,8,6,0,1.39063,11.0938,-0.1875,0.125,1,0,0,1.01563,2.51563,12.0313,10.5313,
680,0,0,0,5,0,,,,0,,,,0,6,0,0.28125,44.2344,0.5625,2.0625,1,0,0,-0.921875,1.48438,45.0781,43.5781,,7,5,0,-0.84375,25.5156,0.1875,0.4375,1,0,0,-1.5625,-0.0625,26.7188,25.2188,,8,9,0,1.39063,11.2031,-0.1875,0.25,1,0,0,1.03125,2.53125,12.1563,10.6406,
720,0,0,0,5,0,,,,0,,,,0,7,0,0.234375,44.375,0.5625,2.125,1,0,0,-0.96875,1.42188,45.2188,43.7031,,7,5,0,-0.84375,25.5313,0.1875,0.4375,1,0,0,-1.5625,-0.0625,26.75,25.25,,8,8,0,1.39063,11.2656,-0.1875,0.3125,1,0,0,1.03125,2.53125,12.25,10.7188,
760,0,0,0,5,0,,,,0,,,,0,7,0,0.25,44.4531,0.5625,2.125,1,0,0,-0.9375,1.4375,45.3281,43.7969,,7,5,0,-0.828125,25.5469,0.1875,0.4375,1,0,0,-1.5625,-0.0625,26.7813,25.2813,,8,5,0,1.39063,11.3125,-0.1875,0.375,1,0,0,1.03125,2.53125,12.2656,10.75,
800,0,0,0,5,0,,,,0,,,,0,7,0,0.28125,44.5469,0.5625,2.125,1,0,0,-0.890625,1.45313,45.4219,43.8906,,7,5,0,-0.828125,25.5625,0.1875,0.4375,1,0,0,-1.54688,-0.046875,26.8125,25.3125,,8,5,0,1.375,11.3281,-0.1875,0.375,1,0,0,1.03125,2.53125,12.2656,10.7656,
840,0,0,0,5,0,,,,0,,,,0,7,0,0.296875,44.625,0.5625,2.125,1,0,0,-0.859375,1.45313,45.5313,43.9688,,7,5,0,-0.8125,25.5938,0.1875,0.4375,1,0,0,-1.54688,-0.046875,26.8438,25.3438,,8,5,0,1.39063,11.375,-0.125,0.375,1,0,0,1.0625,2.5625,12.3125,10.8125,
880,0,0,0,5,0,,,,0,,,,0,7,0,0.328125,44.7188,0.5625,2.125,1,0,0,-0.828125,1.46875,45.625,44.0625,,7,5,0,-0.8125,25.6094,0.1875,0.4375,1,0,0,-1.54688,-0.046875,26.875,25.375,,8,7,0,1.39063,11.4688,-0.125,0.5,1,0,0,1.04688,2.54688,12.4219,10.9219,
920,0,0,0,5,0,,,,0,,,,0,7,0,0.34375,44.7969,0.5625,2.125,1,0,0,-0.796875,1.48438,45.7344,44.1563,,7,5,0,-0.796875,25.625,0.1875,0.4375,1,0,0,-1.54688,-0.046875,26.9063,25.4063,,8,7,0,1.39063,11.5469,-0.125,0.5625,1,0,0,1.04688,2.54688,12.5156,11.0156,
960,0,0,0,5,0,,,,0,,,,0,7,0,0.375,44.8906,0.5625,2.125,1,0,0,-0.765625,1.5,45.8281,44.25,,7,5,0,-0.796875,25.6406,0.1875,0.4375,1,0,0,-1.53125,-0.03125,26.9375,25.4375,,8,9,0,1.39063,11.6094,-0.125,0.625,1,0,0,1.04688,2.54688,12.5781,11.0781,
1000,0,0,0,5,0,,,,0,,,,0,7,0,0.390625,44.9688,0.5625,2.125,1,0,0,-0.734375,1.51563,45.9375,44.3281,,7,5,0,-0.78125,25.6719,0.1875,0.4375,1,0,0,-1.53125,-0.03125,26.9688,25.4688,,8,6,0,1.40625,11.6406,-0.125,0.625,1,0,0,1.0625,2.5625,12.625,11.125,
1040,0,0,0,5,0,,,,0,,,,0,7,0,0.421875,45.0625,0.5625,2.125,1,0,0,-0.703125,1.53125,46.0313,44.4219,,7,5,0,-0.78125,25.6875,0.1875,0.4375,1,0,0,-1.51563,-0.015625,27,25.5,,8,6,0,1.40625,11.6563,-0.125,0.625,1,0,0,1.07813,2.57813,12.6563,11.1563,
1080,0,0,0,5,0,,,,0,,,,0,7,0,0.4375,45.1406,0.5625,2.125,1,0,0,-0.671875,1.54688,46.125,44.5156,,7,5,0,-0.765625,25.7031,0.1875,0.4375,1,0,0,-1.51563,-0.015625,27.0313,25.5313,,8,6,0,1.40625,11.6875,-0.125,0.625,1,0,0,1.07813,2.57813,12.6875,11.1875,
1120,0,0,0,5,0,,,,0,,,,0,7,0,0.46875,45.2344,0.5625,2.125,1,0,0,-0.640625,1.5625,46.2188,44.6094,,7,5,0,-0.765625,25.7188,0.1875,0.4375,1,0,0,-1.5,0,27.0469,25.5469,,8,6,0,1.40625,11.7031,-0.125,0.625,1,0,0,1.07813,2.57813,12.7188,11.2188,
1160,0,0,0,5,0,,,,0,,,,0,7,0,0.484375,45.3125,0.5625,2.125,1,0,0,-0.609375,1.57813,46.3281,44.6875,,7,5,0,-0.75,25.75,0.1875,0.4375,1,0,0,-1.5,0,27.0781,25.5781,,8,6,0,1.39063,11.7344,-0.125,0.625,1,0,0,1.07813,2.57813,12.75,11.25,
1200,0,0,0,5,0,,,,0,,,,0,7,0,0.515625,45.4063,0.5625,2.125,1,0,0,-0.578125,1.59375,46.4219,44.7813,,7,5,0,-0.75,25.7656,0.1875,0.4375,1,0,0,-1.48438,0.015625,27.1094,25.6094,,8,6,0,1.39063,11.75,-0.125,0.625,1,0,0,1.09375,2.59375,12.7813,11.2813,
1240,0,0,0,5,0,,,,0,,,,0,7,0,0.53125,45.4844,0.5625,2.125,1,0,0,-0.546875,1.60938,46.5156,44.8594,,7,5,0,-0.734375,25.7813,0.1875,0.4375,1,0,0,-1.48438,0.015625,27.1406,25.6406,,8,6,0,1.39063,11.7813,-0.125,0.625,1,0,0,1.09375,2.59375,12.8125,11.3125,
1280,0,0,0,5,0,,,,0,,,,0,7,0,0.5625,45.5781,0.5625,2.125,1,0,0,-0.515625,1.625,46.6094,44.9531,,7,5,0,-0.734375,25.7969,0.1875,0.4375,1,0,0,-1.46875,0.03125,27.1563,25.6563,,8,6,0,1.39063,11.7969,-0.125,0.625,1,0,0,1.09375,2.59375,12.8438,11.3438,
1320,0,0,0,5,0,,,,0,,,,0,7,0,0.578125,45.6563,0.5625,2.125,1,0,0,-0.484375,1.64063,46.7031,45.0313,,7,5,0,-0.71875,25.8281,0.1875,0.4375,1,0,0,-1.46875,0.03125,27.1875,25.6875,,8,6,0,1.375,11.8281,-0.125,0.625,1,0,0,1.09375,2.59375,12.875,11.375,
1360,0,0,0,5,0,,,,0,,,,0,7,0,0.609375,45.75,0.5625,2.125,1,0,0,-0.453125,1.67188,46.7969,45.125,,7,5,0,-0.71875,25.8438,0.1875,0.4375,1,0,0,-1.45313,0.046875,27.2188,25.7188,,8,6,0,1.375,11.8438,-0.125,0.625,1,0,0,1.10938,2.60938,12.8906,11.3906,
1400,0,0,0,5,0,,,,0,,,,0,7,0,0.625,45.8281,0.5625,2.125,1,0,0,-0.4375,1.6875,46.8906,45.2031,,7,5,0,-0.703125,25.8594,0.1875,0.4375,1,0,0,-1.45313,0.046875,27.2344,25.7344,,8,6,0,1.375,11.875,-0.125,0.625,1,0,0,1.10938,2.60938,12.9219,11.4219,
1440,0,0,0,5,0,,,,0,,,,0,7,0,0.65625,45.9219,0.5625,2.125,1,0,0,-0.40625,1.70313,46.9844,45.2969,,7,5,0,-0.703125,25.875,0.1875,0.4375,1,0,0,-1.4375,0.0625,27.2656,25.7656,,8,6,0,1.375,11.8906,-0.125,0.625,1,0,0,1.10938,2.60938,12.9531,11.4531,
1480,0,0,0,5,0,,,,0,,,,0,7,0,0.671875,46,0.5625,2.125,1,0,0,-0.375,1.71875,47.0781,45.375,,7,5,0,-0.6875,25.9063,0.1875,0.4375,1,0,0,-1.4375,0.0625,27.2813,25.7813,,8,6,0,1.35938,11.9219,-0.125,0.625,1,0,0,1.10938,2.60938,12.9844,11.4844,
1520,0,0,0,5,0,,,,0,,,,0,7,0,0.703125,46.0938,0.5625,2.125,1,0,0,-0.34375,1.75,47.1719,45.4688,,7,5,0,-0.6875,25.9219,0.1875,0.4375,1,0,0,-1.42188,0.078125,27.3125,25.8125,,8,6,0,1.35938,11.9375,-0.125,0.625,1,0,0,1.10938,2.60938,13,11.5,
1560,0,0,0,5,0,,,,0,,,,0,7,0,0.71875,46.1719,0.5625,2.125,1,0,0,-0.328125,1.76563,47.2656,45.5469,,7,5,0,-0.203125,25.9688,0.625,0.5,1,0,0,-0.84375,0.65625,27.3438,25.8438,,8,5,0,1.40625,12.1406,-0.0625,0.75,1,0,0,1.14063,2.64063,13.25,11.75,
1600,0,0,0,5,0,,,,0,,,,0,7,0,0.75,46.2656,0.5625,2.125,1,0,0,-0.296875,1.78125,47.3594,45.6406,,7,5,0,0.21875,26,1,0.5,1,0,0,-0.34375,1.15625,27.375,25.875,,8,9,0,1.48438,12.2656,0,0.875,1,0,0,1.21875,2.71875,13.375,11.875,
1640,0,0,0,5,0,,,,0,,,,0,7,0,0.765625,46.3438,0.5625,2.125,1,0,0,-0.265625,1.79688,47.4531,45.7188,,7,6,0,0.46875,26.0313,1.3125,0.5,1,0,0,-0.015625,1.48438,27.3906,25.8906,,8,8,0,1.53125,12.3594,0.0625,0.9375,1,0,0,1.26563,2.76563,13.4688,11.9688,
1680,0,0,0,5,0,,,,0,,,,0,7,0,0.796875,46.4375,0.5625,2.125,1,0,0,-0.234375,1.82813,47.5469,45.8125,,7,6,0,0.6875,26.0469,1.5,0.5,1,0,0,0.25,1.75,27.3906,25.8906,,8,5,0,1.45313,12.5313,-0.0625,1.125,1,0,0,1.15625,2.65625,13.6875,12.1875,
1720,0,0,0,5,0,,,,0,,,,0,7,0,0.8125,46.5156,0.5625,2.125,1,0,0,-0.21875,1.84375,47.625,45.8906,,7,6,0,0.734375,26.0625,1.5,0.5,1,0,0,0.375,1.875,27.3906,25.8906,,8,9,0,1.42188,12.6563,-0.0625,1.1875,1,0,0,1.125,2.625,13.8125,12.3125,
1760,0,0,0,5,0,,,,0,,,,0,5,0,0.609375,46.625,0.3125,2.125,1,0,0,-0.40625,1.625,47.7188,46.0156,,7,6,0,0.796875,26.0781,1.5,0.5,1,0,0,0.484375,1.98438,27.4063,25.9063,,8,10,0,1.40625,12.7031,-0.0625,1.1875,1,0,0,1.09375,2.59375,13.875,12.375,
1800,0,0,0,5,0,,,,0,,,,0,9,0,0.484375,46.7031,0.3125,2.125,1,0,0,-0.5625,1.53125,47.7813,46.0938,,7,6,0,0.859375,26.0938,1.5,0.5,1,0,0,0.59375,2.09375,27.4219,25.9219,,8,6,0,1.375,12.7969,-0.125,1.25,1,0,0,1.04688,2.54688,13.9688,12.4688,
1840,0,0,0,5,0,,,,0,,,,0,9,0,0.453125,46.7813,0.25,2.125,1,0,0,-0.625,1.53125,47.8281,46.1719,,7,6,0,0.921875,26.125,1.5,0.5,1,0,0,0.6875,2.1875,27.4375,25.9375,,8,9,0,1.375,12.8906,-0.125,1.3125,1,0,0,1.03125,2.53125,14.0625,12.5625,
1880,0,0,0,5,0,,,,0,,,,0,9,0,0.4375,46.8438,0.25,2.0625,1,0,0,-0.671875,1.54688,47.875,46.2344,,7,5,0,0.71875,25.7813,1.1875,0.0625,1,0,0,0.390625,1.89063,26.9531,25.4531,,8,5,0,1.40625,12.9531,-0.125,1.3125,1,0,0,1.07813,2.57813,14.125,12.625,
1920,0,0,0,5,0,,,,0,,,,0,9,0,0.4375,46.9219,0.25,2.0625,1,0,0,-0.703125,1.57813,47.9219,46.3125,,7,7,0,0.59375,25.5156,0.9375,-0.3125,1,0,0,0.171875,1.6875,26.5625,25.0625,,8,7,0,1.40625,13.0313,-0.125,1.375,1,0,0,1.07813,2.57813,14.1875,12.6875,
1960,0,0,0,5,0,,,,0,,,,0,9,0,0.453125,47,0.25,2.0625,1,0,0,-0.71875,1.60938,47.9844,46.3906,,7,7,0,0.484375,25.25,0.6875,-0.625,1,0,0,-0.015625,1.5,26.2031,24.7031,,8,7,0,1.40625,13.1094,-0.125,1.375,1,0,0,1.07813,2.57813,14.25,12.75,
2000,0,0,0,5,0,,,,0,,,,0,9,0,0.453125,47.0781,0.25,2.0625,1,0,0,-0.734375,1.64063,48.0469,46.4688,,7,10,0,0.390625,25.0781,0.5,-0.8125,1,0,0,-0.171875,1.34375,25.9688,24.4688,,8,9,0,1.34375,13.1563,-0.125,1.375,1,0,0,0.984375,2.48438,14.2969,12.7969,
2040,0,0,0,5,0,,,,0,,,,0,9,0,0.46875,47.1719,0.25,2.0625,1,0,0,-0.75,1.67188,48.1094,46.5625,,7,12,0,0.28125,25.0625,0.5,-0.8125,1,0,0,-0.328125,1.21875,25.9531,24.4063,,8,9,0,1.3125,13.2031,-0.125,1.375,1,0,0,0.921875,2.42188,14.3125,12.8125,
2080,0,0,0,5,0,,,,0,,,,0,9,0,0.46875,47.25,0.25,2.0625,1,0,0,-0.765625,1.70313,48.1719,46.6406,,7,6,0,0.453125,25.1719,0.5,-0.625,1,0,0,-0.109375,1.39063,26.0625,24.5625,,8,11,0,1.28125,13.25,-0.125,1.375,1,0,0,0.90625,2.40625,14.3438,12.8438,
2120,0,0,0,5,0,,,,0,,,,0,9,0,0.484375,47.3281,0.25,2.0625,1,0,0,-0.78125,1.73438,48.2344,46.7188,,7,8,0,0.5625,25.2969,0.625,-0.4375,1,0,0,0.046875,1.54688,26.25,24.75,,8,7,0,1.25,13.2969,-0.125,1.375,1,0,0,0.84375,2.34375,14.375,12.875,
2160,0,0,0,5,0,,,,0,,,,0,9,0,0.484375,47.4063,0.25,2.0625,1,0,0,-0.796875,1.76563,48.2969,46.7969,,7,8,0,0.65625,25.4219,0.75,-0.25,1,0,0,0.171875,1.67188,26.4219,24.9219,,8,11,0,1.26563,13.3281,-0.125,1.3125,1,0,0,0.875,2.375,14.3906,12.8906,
2200,0,0,0,5,0,,,,0,,,,0,9,0,0.5,47.5,0.25,2.0625,1,0,0,-0.8125,1.79688,48.3906,46.8906,,7,8,0,0.734375,25.5313,0.8125,-0.0625,1,0,0,0.28125,1.78125,26.5781,25.0781,,8,15,0,1.28125,13.375,-0.125,1.3125,1,0,0,0.90625,2.40625,14.4063,12.9063,
2240,0,0,0,5,0,,,,0,,,,0,9,0,0.5,47.5781,0.25,2.0625,1,0,0,-0.8125,1.82813,48.4688,46.9688,,7,7,0,0.921875,25.6406,0.8125,0.125,1,0,0,0.484375,1.98438,26.7031,25.2031,,8,15,0,1.29688,13.4219,-0.0625,1.3125,1,0,0,0.921875,2.42188,14.4531,12.9375,
2280,0,0,0,5,0,,,,0,,,,0,9,0,0.515625,47.6563,0.25,2.0625,1,0,0,-0.828125,1.84375,48.5469,47.0469,,7,7,0,0.953125,25.6406,0.8125,0.125,1,0,0,0.53125,2.03125,26.7344,25.2344,,8,15,0,1.29688,13.4531,-0.0625,1.3125,1,0,0,0.9375,2.4375,14.4844,12.9531,
2320,0,0,0,5,0,,,,0,,,,0,9,0,0.515625,47.7344,0.25,2.0625,1,0,0,-0.84375,1.875,48.625,47.125,,7,7,0,0.984375,25.6406,0.8125,0.125,1,0,0,0.578125,2.07813,26.7656,25.2656,,8,15,0,1.3125,13.5,-0.0625,1.3125,1,0,0,0.953125,2.45313,14.5156,12.9844,
2360,0,0,0,5,0,,,,0,,,,0,9,0,0.53125,47.8281,0.25,2.0625,1,0,0,-0.84375,1.89063,48.7188,47.2188,,7,5,0,0.65625,25.375,0.3125,-0.25,1,0,0,0.109375,1.60938,26.3906,24.8906,,8,15,0,1.3125,13.5313,-0.0625,1.25,1,0,0,0.96875,2.46875,14.5313,12.9844,
2400,0,0,0,5,0,,,,0,,,,0,9,0,0.53125,47.9063,0.25,2.0625,1,0,0,-0.859375,1.92188,48.7969,47.2969,,7,7,0,0.390625,25.1563,-0.125,-0.5,1,0,0,-0.296875,1.20313,26.0781,24.5781,,8,15,0,1.3125,13.5781,0,1.25,1,0,0,0.984375,2.48438,14.5625,13,
